Formula,Stearic_Acid_%,Beeswax_%,Liquid_Paraffin_%,Lanolin_%,Triethanolamine_%,Sorbitol_%,Disodium_EDTA_%,Methylparaben_%,Propylene_Glycol_%,Propylparaben_%,Tween_80_%,Water_%,Perfume_%,Viscosity_cps,pH,Spreadability_cm,Washability_sec,HLB,Stability,Data_Source,Evidence_DOI
F0894,13.8056,2.0316,24.3889,3.0445,1.5829,1.7004,1.6922,0.032,3.9113,0.0193,1.7807,45.2343,0.7763,2902,5.83,9.43,12,11.83,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0895,13.4557,1.6043,21.5238,2.6216,1.6917,1.8695,1.9563,0.0299,3.965,0.0176,1.8599,48.5362,0.8685,2755.9,6.14,8.77,8.4,11.96,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0896,14.1989,3.0424,21.5354,2.5306,1.5896,1.9154,1.5837,0.0359,3.3807,0.0173,1.6208,47.6941,0.8551,2871.6,6.53,9.5,12,11.91,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0897,10.3155,0.6179,24.3282,2.6483,2.3485,1.8844,2.039,0.0357,4.1389,0.0198,1.775,48.8542,0.9945,1901.8,5.83,8.27,8.4,11.7,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0898,13.8803,0.8696,20.7645,2.9222,1.7857,1.8912,1.9143,0.033,3.9676,0.0176,1.6278,49.4569,0.8694,2712.4,6.12,8.82,9.1,12.03,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0899,13.7439,1.8055,18.0887,3.1428,1.612,2.0771,1.7943,0.039,4.2205,0.0168,1.9106,50.5399,1.0089,2457.1,6.21,8.79,10,12.05,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0900,15.0933,1.6914,28.0969,2.7581,1.608,1.7983,1.6661,0.0333,3.5053,0.0162,1.9817,40.897,0.8543,2943.3,6.01,9.55,12,11.86,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0901,10.8508,0.7698,24.4798,2.3394,1.8211,1.6552,1.6528,0.0411,3.8572,0.0197,1.8293,49.7493,0.9344,2485,6.17,8.76,10.3,11.75,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0902,11.3337,3.0965,25.6601,2.5821,1.668,1.7101,1.9071,0.036,2.9782,0.0175,1.4749,46.7179,0.8179,2690.4,6.08,9.42,10.9,11.57,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0903,11.6069,3.6491,25.4968,3.0568,2.067,1.7402,1.7162,0.0336,4.0168,0.0193,1.6828,43.9991,0.9155,2486.9,6.56,9.11,10.3,11.55,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0904,12.1981,2.8286,26.2905,3.0352,1.5634,1.6438,1.7905,0.0353,3.7584,0.0204,1.5934,44.424,0.8183,2763.6,6.4,8.89,10.9,11.61,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0905,11.9599,3.3699,27.6793,2.8435,1.9,1.7501,1.9105,0.0366,3.5054,0.0162,1.7251,42.36,0.9434,2733.5,6.1,9.42,9.5,11.56,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0906,14.3509,1.91,25.6941,2.5353,1.7986,1.4892,1.8005,0.0381,3.8997,0.0198,1.6089,44.007,0.848,3080.5,5.8,9.24,10.5,11.86,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0907,10.7105,2.8154,20.9333,3.2426,2.024,2.0093,1.9595,0.0333,4.3493,0.02,2.2105,48.6691,1.0233,1980.9,6.37,8.18,8.3,11.66,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0908,14.2842,1.2103,26.2554,3.0455,1.5427,1.9992,1.6561,0.0374,3.3638,0.0202,1.5564,44.164,0.8648,2917.3,6.02,9.67,11.5,11.84,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0909,14.9789,2.7998,23.7721,2.4122,1.5906,1.6874,1.45,0.0381,2.9988,0.0188,1.4691,46.0324,0.7518,2940.8,6.21,9.68,12.5,11.91,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0910,15.1818,1.8592,23.3187,2.6098,1.7938,1.6364,1.583,0.0352,3.4163,0.0168,1.8294,45.9684,0.7512,2819.7,6.09,9.08,10.1,12,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0911,9.3451,3.5783,24.0859,2.3591,1.5365,1.9129,1.7621,0.039,4.0458,0.0185,1.6264,48.6703,1.0201,2011,6.17,8.93,8.3,11.45,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0912,13.6764,3.234,22.0065,2.8089,1.5531,1.5739,1.7393,0.0311,3.5851,0.0162,1.8734,47.0502,0.852,2703.6,6.26,9.11,9.9,11.84,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0913,15.7877,3.3215,20.187,2.7196,1.7618,2.1475,1.9147,0.0401,3.7293,0.0199,1.8476,45.5282,0.9952,2645.5,6.36,8.29,6.9,12.04,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0914,11.4299,2.3488,24.86,2.2158,1.584,1.5583,1.7172,0.0336,3.6678,0.0158,1.7646,47.8403,0.9637,2771.7,6.26,9.02,10.4,11.69,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0915,10.3337,2.4861,24.2331,3.0428,1.8771,2.0515,1.7141,0.0343,3.6421,0.0174,1.529,48.072,0.9668,2429.3,5.77,8.5,9,11.53,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0916,10.5052,2.6058,20.2102,2.7196,2.2334,1.7692,2.3601,0.0417,4.75,0.018,2.1264,49.5163,1.1441,1670.7,6.09,7.53,6.6,11.72,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0917,10.2809,1.9548,26.2272,2.819,1.9875,1.759,2.0825,0.0437,3.9522,0.0198,1.7783,46.1859,0.9093,1960.2,6.16,9.03,12.8,11.55,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0918,13.8806,3.5058,20.1054,2.5411,2.0663,1.8735,1.6804,0.0364,3.7047,0.0203,1.7717,47.8368,0.9772,2368.7,6.65,8.44,8.8,11.91,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0919,11.758,1.8744,24.9729,2.9356,1.6122,1.5915,1.7473,0.0392,3.3121,0.0183,1.8585,47.3885,0.8914,2759.6,6.37,9.12,11.3,11.69,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0920,12.7707,2.8803,21.1115,2.7729,2.1306,2.0146,2.1118,0.0373,4.122,0.0197,2.0599,46.9031,1.0655,2320.6,6.44,8.12,6,11.84,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0921,13.4764,2.5922,22.6782,2.514,1.677,1.6043,1.5534,0.0366,3.0407,0.0196,1.9014,47.9347,0.9715,2813,6.13,9.27,11.9,11.87,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0922,14.4174,0.6997,26.2793,2.5317,1.9844,1.7186,1.6309,0.0373,3.3752,0.02,1.726,44.6237,0.9557,2734.5,5.74,9.01,10.6,11.93,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0923,10.4665,1.6856,22.6784,2.9839,1.889,2.135,1.6927,0.0385,3.7895,0.0205,2.2389,49.2561,1.1255,1972.7,5.9,8.14,7.2,11.69,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0924,13.2011,1.7158,19.0951,2.7621,2.1887,1.8449,2.0872,0.0405,3.837,0.0181,1.8843,50.3885,0.9368,2296.2,6.02,8.1,8.4,12.01,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0925,13.3084,2.0115,25.2573,2.6989,1.764,2.0003,1.8912,0.0313,3.2054,0.0193,1.953,44.9578,0.9016,3034.1,5.99,8.98,10.5,11.81,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0926,16.8354,2.9983,24.3382,2.6977,1.7098,1.8516,1.9956,0.0396,3.6727,0.0197,2.0825,40.8214,0.9376,2961.3,6.41,9.26,13.3,12.01,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0927,16.4466,0.7205,21.9097,2.4138,1.6468,1.7697,1.6445,0.0418,4.1597,0.0174,1.9109,46.3148,1.0038,2685.1,6.03,9.23,10.9,12.23,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0928,14.9905,2.0673,21.9602,2.9923,1.6315,1.6449,1.571,0.0388,3.7272,0.0153,1.9872,46.4142,0.9594,2817.5,6.27,9.13,12.5,12,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0929,14.4638,3.1891,21.2168,3.1259,1.6958,1.7569,1.6281,0.0362,3.6373,0.0206,1.9733,46.2698,0.9863,2683.8,6.28,8.97,11.6,11.9,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0930,14.3008,2.6512,26.789,2.4864,1.8406,1.8678,2.0836,0.033,3.6502,0.0173,1.8265,41.6704,0.7832,3061.7,6.16,8.97,9,11.81,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0931,10.1676,3.748,24.4293,3.2117,1.9113,2.1931,1.9466,0.04,3.9032,0.0209,1.9955,45.5586,0.8742,2039.9,6.32,8.31,7.2,11.47,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0932,12.8969,3.1163,17.2772,2.6159,2.0038,1.9083,1.7119,0.0403,3.6466,0.0183,2.0882,51.8014,0.8747,2257.6,6.49,8.1,7.2,11.98,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0933,16.2267,2.2363,23.696,2.4433,1.7491,1.6397,2.0583,0.0342,4.248,0.0199,1.7571,42.8985,0.9928,2855.7,6.38,9.11,8.6,12.04,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0934,12.0774,3.8663,26.1028,3.0014,1.89,2.0031,1.8426,0.0332,3.7473,0.0218,2.0078,42.3271,1.079,2351.7,6.54,8.58,7.1,11.58,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0935,13.8851,2.1961,25.7349,2.7416,2.0979,1.7458,2.0982,0.0406,4.081,0.0192,2.0311,42.2593,1.0691,2797.8,6.14,9.29,11.4,11.83,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0936,13.5044,3.0429,21.3929,2.9192,2.1936,2.2167,2.2,0.0362,3.5872,0.0183,1.9158,46.0346,0.9383,2485.6,6.45,8.74,10,11.85,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0937,9.7291,0.723,26.0574,2.8737,1.9414,1.6424,1.7577,0.0395,4.2028,0.0213,1.8972,48.0713,1.0433,2315.1,5.86,8.87,9.8,11.59,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0938,15.4333,1.1991,21.7057,2.9559,1.5786,1.945,1.6171,0.039,3.6941,0.0162,1.7727,47.1137,0.9294,2729.7,6.17,9.23,14.5,12.08,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0939,9.8151,3.4922,18.8163,2.8287,2.0402,1.7103,1.8853,0.0345,4.0312,0.0191,2.0696,52.281,0.9767,1794.8,6.66,8,5.8,11.63,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0940,15.3202,1.7894,19.3189,2.5728,1.7402,1.5476,1.7737,0.0354,3.6433,0.017,1.8348,49.3982,1.0085,2671.5,5.96,8.68,8.7,12.16,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0941,10.6288,1.1159,17.6841,3.2056,1.9303,2.0214,2.0947,0.0415,4.2517,0.0217,1.8721,54.1149,1.0174,1868.8,6.06,7.89,7,11.86,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0942,13.0609,2.6041,18.2545,2.8659,1.7477,2.0251,2.2035,0.0367,4.057,0.0183,1.783,50.4642,0.879,2181.3,6.23,7.9,5.7,11.95,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0943,13.1895,0.6254,22.2765,2.9588,1.9101,1.5926,1.8404,0.0377,3.0842,0.0198,2.0089,49.4736,0.9825,2697.6,6.03,8.98,10.7,11.96,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0944,13.7586,1.5416,20.2436,3.0191,1.538,1.9058,2.0439,0.0382,4.13,0.019,1.5473,49.3738,0.8412,2593.3,5.95,8.25,6,11.97,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0945,11.7828,2.4898,25.1009,2.5477,1.6532,1.8991,1.901,0.0405,3.0919,0.02,1.82,46.8596,0.7934,2631.8,6.2,8.59,7.1,11.68,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0946,15.9426,3.0232,24.2449,2.933,1.8903,2.2065,1.9674,0.0358,3.552,0.02,1.9457,41.1767,1.0619,2894,6.3,9.24,10.3,11.93,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0947,17.2301,3.4817,21.1165,2.6524,1.941,1.8858,2.0788,0.0449,3.7801,0.0171,2.2062,42.446,1.1194,2653.9,5.91,8.88,9.1,12.11,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0948,12.0998,3.6878,26.6547,3.0082,1.7193,2.0472,2.043,0.0374,4.3129,0.0172,1.7792,41.5523,1.0411,2550.5,6.36,8.55,7.4,11.56,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0949,10.495,1.2973,24.9787,2.6406,1.873,1.5084,1.6816,0.0348,3.1752,0.0155,1.9471,49.5873,0.7655,2539.1,6.01,8.95,9.3,11.66,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0950,15.2206,3.3612,20.2521,2.3086,1.5593,1.9125,1.9238,0.0354,3.6981,0.0184,1.7954,47.0109,0.9038,2741.4,6.51,8.68,11,12.03,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0951,11.6704,3.1415,24.8933,3.2047,1.6991,1.9732,1.7438,0.0423,3.3235,0.0198,2.0536,45.1618,1.073,2478.8,6.41,8.61,8.6,11.61,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0952,15.7476,0.7453,21.0023,2.7021,1.5588,1.7104,1.6782,0.0359,3.7231,0.0188,1.5822,48.5597,0.9354,2695.4,5.48,8.99,9,12.17,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0953,14.671,2.547,24.481,2.745,1.7354,1.4866,1.5752,0.0383,3.1785,0.0148,1.7849,44.9562,0.7861,2938.5,6.48,9.45,11.1,11.88,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0954,14.3178,2.4839,19.0937,2.6286,1.715,1.6595,1.926,0.0347,3.8358,0.0154,1.556,49.8387,0.8949,2745.5,6.43,9.41,10.5,12.02,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0955,10.9235,2.6079,25.42,3.4502,2.062,1.8232,2.0906,0.0359,3.7283,0.0176,2.0541,44.7733,1.0136,2119.6,6.28,8.42,8.7,11.55,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0956,9.6793,3.171,23.3338,2.8684,2.1452,2.0263,2.0843,0.0361,3.8339,0.0195,1.7852,48.1484,0.8686,1864.4,6.35,8.26,8.1,11.5,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0957,12.9905,2.6487,18.2914,3.1987,1.9409,2.0617,2.0697,0.0353,3.8368,0.0216,1.6676,50.1543,1.0827,2287.4,6.25,8.34,8.2,11.9,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0958,11.5414,1.6903,17.9488,3.2122,2.1521,2.0254,1.8616,0.034,4.1914,0.0208,2.1889,52.0631,1.0699,2108.3,6.21,8.06,7,11.91,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0959,14.8573,1.9094,18.5638,2.7469,1.9795,1.8224,1.7905,0.0394,3.5207,0.0213,1.9448,49.9303,0.8736,2353.9,6.22,8.12,8.1,12.14,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0960,11.2914,2.5824,20.0472,3.2957,2.1764,1.9528,2.0308,0.0418,4.087,0.0203,2.1801,49.2969,0.9974,2167.8,6.03,8.23,8.6,11.75,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0961,12.698,1.0777,23.5642,2.898,2.2501,2.0234,2.1263,0.0372,4.3056,0.0203,2.0738,45.9321,0.9933,2552.2,5.91,8.81,9.6,11.87,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0962,15.8737,3.0634,18.9767,2.6207,1.6459,1.5204,1.6189,0.0304,3.8077,0.0175,1.6856,48.1569,0.9821,2653.4,6.09,8.81,9.2,12.1,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0963,11.7883,1.325,22.9292,3.4454,1.7019,1.8198,1.8145,0.0426,3.8261,0.0198,1.7906,48.615,0.8817,2234.5,6.02,8.12,8.9,11.73,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0964,14.6234,1.8733,20.9075,2.4432,1.8653,1.8601,1.8343,0.0397,4.0735,0.0199,1.6542,47.9962,0.8094,2756.5,5.81,8.51,10,12.05,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0965,9.3288,2.2096,26.4761,2.8105,2.0787,1.6224,1.8583,0.0397,3.6699,0.016,1.8663,47.0509,0.973,2268.2,5.9,8.91,10.6,11.46,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0966,11.3528,2.7785,25.2563,2.2485,1.734,1.6192,1.5744,0.0344,3.5406,0.0146,1.8599,47.0091,0.9777,2659.9,5.93,9.17,9.8,11.66,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0967,14.7205,3.304,18.5226,3.4685,2.2153,2.1796,2.1852,0.0392,4.3598,0.0196,2.2694,45.766,0.9503,2364.6,6.3,7.76,4,11.99,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0968,15.9639,2.2536,21.1732,2.627,1.8428,1.9037,2.0346,0.0336,3.473,0.0183,1.8154,45.8301,1.0308,2582.9,5.95,8.81,10.2,12.09,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0969,14.0227,2.1904,20.7999,2.9193,1.6437,1.9854,1.8133,0.0368,3.9621,0.0195,1.835,47.8992,0.8725,2716.4,6.31,8.63,7.3,11.96,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0970,13.4836,2.9612,21.9841,2.7476,1.9501,1.8258,1.886,0.0409,3.5452,0.0176,1.5546,47.2188,0.7845,2646.9,6.01,9.05,10.7,11.83,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0971,15.8703,1.478,26.1071,3.0195,1.7556,2.1854,1.7736,0.0447,3.3211,0.0181,1.7731,41.6113,1.0422,2906.8,5.92,9.38,9.6,11.95,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0972,14.3913,1.9743,24.8458,2.9404,1.6667,2.0434,2.0093,0.0395,3.3791,0.0175,1.8242,44.0032,0.8653,2895.8,5.82,9.13,10.9,11.87,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0973,15.0643,1.0857,23.9188,2.9704,1.8554,1.9939,1.8158,0.0318,3.1654,0.0165,1.4802,45.7936,0.8083,2955.3,6.04,9.24,10.9,11.97,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0974,10.6905,2.7335,24.2349,2.4618,1.7916,1.7106,1.9372,0.0371,3.5564,0.0194,1.6488,48.1845,0.9937,2442.5,6.29,8.79,9.5,11.6,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0975,12.758,2.7121,19.5067,3.359,2.077,2.106,1.7023,0.0422,4.2371,0.0206,1.8351,48.7796,0.8642,2253.7,6.04,7.82,6,11.83,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0976,11.2028,0.814,27.4751,2.8643,1.8337,1.9122,1.9651,0.0426,3.4198,0.0178,2.1624,45.4795,0.8106,2523.6,5.85,8.81,8.7,11.68,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0977,12.5479,2.5201,22.0344,3.2112,1.9139,2.0042,2.1194,0.0339,3.4811,0.0167,1.6893,47.5317,0.8963,2462.1,6.23,8.58,7.5,11.76,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0978,10.6013,1.6533,23.9026,3.3422,1.9007,1.7084,1.8989,0.0351,3.6114,0.0203,1.7099,48.6012,1.0147,2124.7,5.88,8.28,9.1,11.6,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0979,13.9687,1.9442,22.3806,2.6011,1.9394,2.261,2.1401,0.0362,4.1596,0.0226,2.1459,45.2767,1.1239,2376.5,6.3,8.37,8.3,11.97,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0980,17.1483,3.6952,17.7796,3.3207,1.7024,1.827,1.9739,0.0391,4.0536,0.0195,2.2212,45.3035,0.9159,2518.2,6.9,8.81,9.6,12.15,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0981,11.3082,3.4762,19.5526,2.8918,1.7338,2.014,2.0882,0.045,4.2594,0.0201,2.2449,49.3541,1.0118,1997.2,6.26,7.63,6.3,11.74,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0982,13.3466,2.8245,26.6657,3.0925,1.8536,1.9281,1.7901,0.0366,4.1481,0.0209,2.068,41.2039,1.0214,2891.3,6.56,9.13,10.7,11.71,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
